,Q2_Q2_1,Q2_Q2_2,Q2_Q2_3,Q2_Q2_4,Q2_Q2_5,Q2_Q2_6,Q2_Q2_7,Q2_Q2_8,Q2_Q2_9,Q2_Q2_10,Q2_Q2_11,Q2_Q2_12,Q2_Q2_13,Q3_Q3_1,Q3_Q3_2,Q3_Q3_3,Q3_Q3_4,Q3_Q3_5,Q4_Q4_1,Q4_Q4_2,Q4_Q4_3,Q4_Q4_4,Q4_Q4_5,Q5_Q5_1,Q5_Q5_2,Q5_Q5_3,Q5_Q5_4,Q5_Q5_5,Q7_Q7_1,Q7_Q7_2,Q7_Q7_3,Q7_Q7_4,Q8_Q8_1,Q8_Q8_2,Q10,improve-tech-15,improve-ur-15,improve-vis-15,improve-novel-15,improve-total-15,improve-tech-45,improve-ur-45,improve-vis-45,improve-novel-45,improve-total-45
140,1.0,5.0,5.0,2.0,2.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,6.0,3.0,4.0,3.0,5.0,4.0,6.0,2.0,6.0,3.0,6.0,3.0,3.0,4.0,0.0,4.0,1.0,2.0,1.0,1.0,5.0,5.0,4.0,37.5,80.0,45.83,0.0,163.33,12.5,40.0,37.5,0.0,90.0
141,4.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,6.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,3.0,4.0,5.0,5.0,2.0,1.0,3.0,3.0,5.0,6.0,1.0,75.0,60.0,33.33,-25.0,143.32999999999998,12.5,60.0,29.17,12.5,114.17
142,0.0,6.0,3.0,0.0,1.0,5.0,4.0,2.0,5.0,3.0,1.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,3.0,2.0,87.5,20.0,16.659999999999997,-12.5,111.66000000000001,25.0,0.0,8.329999999999998,25.0,58.33000000000001
143,4.0,6.0,6.0,3.0,6.0,4.0,6.0,6.0,4.0,5.0,4.0,5.0,2.0,3.0,5.0,3.0,5.0,6.0,6.0,4.0,5.0,4.0,6.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,3.0,5.0,5.0,6.0,2.0,62.5,60.0,33.34,42.5,198.34000000000003,0.0,40.0,33.34,17.5,90.84
144,4.0,6.0,6.0,3.0,5.0,6.0,6.0,4.0,3.0,6.0,0.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,75.0,0.0,0.0,20.83,95.83000000000001,12.5,0.0,0.0,-4.170000000000002,8.330000000000013
145,3.0,4.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,1.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,5.0,3.0,5.0,0.0,1.0,0.0,1.0,6.0,6.0,2.0,62.5,40.0,58.33,25.0,185.83,25.0,20.0,25.0,0.0,70.0
146,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,6.0,6.0,3.0,5.0,3.0,3.0,5.0,2.0,5.0,5.0,2.0,3.0,2.0,3.0,4.0,4.0,0.0,1.0,0.0,2.0,4.0,4.0,1.0,-37.5,40.0,25.0,-18.75,8.75,0.0,20.0,8.329999999999998,0.0,28.330000000000013
147,0.0,3.0,2.0,2.0,5.0,4.0,6.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,6.0,6.0,5.0,4.0,5.0,3.0,6.0,4.0,1.0,12.5,0.0,-25.0,0.0,-12.500000000000014,0.0,0.0,0.0,0.0,0.0
148,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,6.0,1.0,5.0,3.0,5.0,6.0,6.0,2.0,37.5,60.0,12.5,81.25,191.25,25.0,20.0,4.170000000000002,6.25,55.41999999999999
149,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,6.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,25.0,80.0,41.66,62.5,209.16,0.0,0.0,4.159999999999997,4.170000000000002,8.329999999999984
150,5.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,3.0,4.0,6.0,4.0,6.0,5.0,4.0,6.0,4.0,3.0,5.0,2.0,1.0,5.0,1.0,5.0,0.0,3.0,3.0,0.0,5.0,6.0,2.0,12.5,0.0,16.659999999999997,-33.33,-4.1699999999999875,0.0,0.0,12.5,0.0,12.5
151,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,62.5,0.0,4.159999999999997,56.25,122.91000000000001,25.0,0.0,0.0,56.25,81.25000000000001
152,3.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,6.0,3.0,3.0,3.0,4.0,5.0,5.0,2.0,37.5,-20.0,-4.170000000000002,6.25,19.579999999999984,12.5,20.0,4.170000000000002,93.75,130.42
153,4.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,25.0,0.0,4.159999999999997,57.5,86.66000000000001,12.5,0.0,4.159999999999997,57.5,74.16000000000001
154,4.0,5.0,6.0,4.0,6.0,4.0,5.0,6.0,6.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,6.0,4.0,3.0,4.0,4.0,6.0,6.0,2.0,50.0,0.0,8.329999999999998,43.75,102.08000000000001,25.0,0.0,0.0,-6.25,18.75
155,4.0,5.0,3.0,5.0,2.0,6.0,6.0,4.0,5.0,6.0,5.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,5.0,2.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
156,4.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,12.5,60.0,16.659999999999997,83.33,172.5,0.0,0.0,4.159999999999997,8.329999999999998,12.5
157,3.0,4.0,0.0,1.0,3.0,1.0,4.0,5.0,5.0,5.0,5.0,0.0,6.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,5.0,1.0,3.0,4.0,4.0,5.0,4.0,2.0,37.5,60.0,20.83,32.5,150.82999999999998,0.0,40.0,-4.170000000000002,-30.0,5.829999999999984
158,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,6.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,2.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,20.0,25.0,56.25,101.25,0.0,20.0,25.0,64.58,109.58999999999997
159,3.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,25.0,100.0,58.33,65.0,248.32999999999998,25.0,100.0,50.0,65.0,240.0
160,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,25.0,60.0,29.17,25.0,139.17,0.0,20.0,4.170000000000002,-4.170000000000002,20.0
161,0.0,3.0,6.0,3.0,4.0,3.0,6.0,6.0,6.0,6.0,3.0,3.0,0.0,3.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,5.0,6.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,-12.5,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,-50.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0
163,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,3.0,5.0,5.0,3.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,6.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,3.0,4.0,3.0,0.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,3.0,6.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
